,Text,Sentiment
3694,"شخص اپنے دعوے مصدقہ نہ ہونے کیصورت پھانسی چڑھنے پہ تیار تھامعافی مانگنے پہ مجبور گی
جھوٹ ڈھٹائی سے…",1.0
3695,"پنجابی بھائیوں سنو 
جاھل سندھیون نہین،
تھا جاہل سندھی 
مجھے روک تھا،
لکھنے",1.0
3696,موت فوراً بعد قیامت کبریٰ داخل نہیں کیونکہ قیامت کبری’ دن تمام ذہنی‘ زمینی آسمان…,1.0
3697,"چیزوں درمیان رکاوٹ برزخ ہے۔ 
قرآن
جب کسی پاس موت عرض بار الہا…",1.0
3698,بچپن حرکتوں ، انجام ہوتا ہے۔شادی شدہ ، بدنام ہوتا,1.0
3699,الله بچاۓ اسلام کوان,2.0
3700,کھیل جوش ہوتا کچھ غلط نہیں انکو آؤٹ چاہئے جب جوشیلے انداز میں۔۔۔,1.0
3701,صبر تیل تیل دھار دیکھیں۔ نتیجہ جلد سامنے آ جائیگا۔,1.0
3702,تندی باد مخالف نہ گھبرا اے عقاب 😁!,1.0
3703,"ساری خوشیاں ملا ہیں
تیرے جانے غم زیادہ ہے
😢😢",1.0
3704,لاہور قلندر دل چھوٹا نہ اگر سیمی فائنل پہنچ نہیں سکے بات نہیں نااہل وزیراعظم…,1.0
3705,وعلیکم گوڈمارنگ,2.0
3706,"پانامہ کیس بین الاقوامی سازش اسکےخلاف نواز شریف کاساتھ دینگے
سراج الحق",2.0
3707,"رشتے احساس بنتے !
 «حیات»
رنگ نسل دیکھ جانور خریدے جاتے ہیں

 » ö¡«…",1.0
3708,ظاھر ھے شیخ رشید نااھلی بعد پارٹی ختم کیونکہ پارٹی سربراہ سیکٹری خزانچی سب کچھ خودھے,2.0
3709,"ابو ساتھ کام گیا
میں پیسے نہیں ابّو سے،میں نااہل نہیں گیا😄
 …",1.0
3710,"وَٱللَّهُ مِن وَرَآٮِٕہِم مُّحِيطُۢ 

اور اللہ پیچھے انھیں گھیرے",1.0
3711,"چیفجسٹسپاکستان
مبارک پاکستانیوں مہنگائی ایٹم بم گرایا روپیہ قیمت ڈالر اضافہ",1.0
3712,"اسلام آباد
وزیراعظم شاہد خاقان عباسی زیر صدارت اقتصادی رابطہ کمیٹی اجلاس ہوگا",2.0
3713,"دیجے نہیں کسو لیجیے نہیں 
نیکی نہ بن سکے بدی کیجیے نہیں 
توقیر‌ حسن شرط دل دینے لیے
گر ح…",1.0
3714,"سا معاملہ پہلے چھان لیجئے 
یک بارگی بھڑک کبھو کیجیے نہیں 
مے مزا جبھی جب ماہ رو پاس 
گر…",1.0
3715,اسلام آباد گہرے کالے بادل چھائے,1.0
3716,"مورخہ مارچ 
کتنا وقت گزر پتہ نہیں آج
خواجہ خواجگاں،غوث یزداں ،امام الذاکرین حضور قبلہ عالم ،…",2.0
3717,اَمَّا الَّذِیۡنَ اٰمَنُوۡا وَ عَمِلُوا الصّٰلِحٰتِ فَلَہُمۡ جَنّٰتُ الۡمَاۡوٰی ۫ نُزُلًۢا بِمَا کَانُوۡا یَعۡمَلُ…,2.0
3718,جھوٹے فریبی میڈیا پروپیگنڈہ مفت سوشل میڈیا مواد مل,1.0
3719,شام پروکسی جنگ آٹھویں سال داخل گئی، شامی لقمہ اجل بن ،,2.0
3720,"جوہرآباد
ہڈالی سلطان کلیرہ،محمدآصف اوراُنکےایک ساتھی نےمقدمہ بازی رنجش پرایک خاتون رحمت بی بی پرکیمیکل پھین…",2.0
3721,اگر عمران خان سیاست نہ آتا سیاسی گدھ اسیطرح عوام نوجتے رہتے اگر شاہد مسعود میڈیا آکر حرام خور کرپ…,1.0
3722,اسلام زندہ باد کانفرنس کراچی,2.0
3723,"اُستادِ جبرائیلِ مکرم علی علی 
مولاے کائناتِ معظم علی علی 
سردارِ انبیاء تبسم علی علی 
چشمِ جنونِ…",2.0
3724,"بات بس اتنی خاندان میری جان قربان جئے بھٹو 

 …",1.0
3725,"امین،
جزاک اللہ۔۔۔
اگر سب لیئے نہ بہت زبردست دعا تھی۔۔۔۔😊",1.0
3726,"السلام عليكم
لاکھوں،کروڑوں،اربوں کھربوں درود سلام میرے پیارے آقامحمدﷺپر
اور آپ ﷺکی پیاری آل پاک پر۔
دعا
یارب…",2.0
3727,"جی بالکل۔۔۔
متفق۔۔۔۔!!!
لیکن خیال ایا ،
خود روک نہیں پایا لکھنے سے
جو کسی لیئے م…",1.0
3728,بھلا اُس بادل بےدلی عالم پانی لبریز لیکن اُسے برسنے من مرضی زمین نہ مل,1.0
3729,"کہہ بس۔۔۔
بھروسے بہرحال ٹوٹنا ہوتا ہے
کبھی جلدی اور،
کبھی وقت لگ جاتا ہے۔۔۔۔",1.0
3730,"جب ""طوفان"" اقتدار قبضہ سیاسی ورکر پُٹ گے۔ 😂",1.0
3731,پرلے درجے پاگل جاہل مخلوق مخلوق انسانیت تعلق نہیں اسکا تعلق صرف میاں سانپ,1.0
3732,دیکھئیے عامر لیاقت پارٹی شامل کرنا مجبوری ایسے منہ پھٹ ادمی پروپیگنڈے ھوتاھے,1.0
3733,"بابا جی فرماتے 
پُتر لڑکیاں میتھ حساب بہت لائق ہوتیں شادی بعد مُحلے کمیٹی والی آنٹیاں بن جاتی 😂😂😂",2.0
3734,"شک نہیں بہت پیار کرتا لاہور لہوریوں 
پوری دنیا گھومی لاہوریوں زیادہ زندہ دل نہیں ملے ا…",1.0
3735,"""اور زمین اکڑ نہ چل، زمین نہ پهاڑ سکتا 
نہ اونچا پہاڑوں بلندی پہنچ سکتا ہے""

• بنی اسرائیل •",1.0
3736,يہ بو نگياں مارنی چھوڑ,1.0
3737,داڑھیوں سائن بورڈ لگا ضمیر سودا کرنے والے۔ ملک بربادی اہم کردار ہیں۔,1.0
3738,چودھری نثار علی خان,2.0
3739,"کِیا ذکر بہت صبح شام زینبؑ کا
سمجھ سکا نہیں مقام زینبؑ کا
علیؑ بولتی تصویر ہےعلیؑ زادی
اسی وجہ زی…",1.0
3740,"لیکن!
شرم تم مگر نہیں آنی
مومبتیمافیا",1.0
3741,"سناو سوھنیو۔۔
 متحدہن مجلسن عملن۔۔ 
مولویاں دا غیر فرقی ایمانی اتحاد عمران خان خلاف",1.0
3742,ڈالر روپے ہوگیا آسان الفاظ ہماری جیب پڑا روپے نوٹ روپے رہ,1.0
3743,لاہورشاہد آفریدی گھٹنے انجری وجہ سےدستیاب نہیں،ترجمان کراچی کنگز,2.0
3744,"پاکستان باپ جس اولاد حکمران ایڈوانس پینشن لیکر کھا ہیں
لیکن تھکا نہیں۔۔
کتناگِروگےعمران",1.0
3745,"اچھا کام کریڈٹ چاچے نورے نو
جے ہور جت جاوے رولا آرمی جیتایا اے
کراچی نوں صاف رینجر کیتاں ت…",1.0
3746,"ہمراہ ، دامن بچا 
اکیلے راستہ ، چلتا سفر درپیش صحرا مجھکو 
میں اپنے سائے…",1.0
3747,اورہالنگ سپریم کورٹ,2.0
3748,اللہ پوری زمین خبیث فحش دماغوں ناپاک دِلوں قائم کردہ اِس لبرل نظامِ سرمایہ داری…,1.0
3749,تمہاری نفرت انتہا پنجابی,1.0
3750,"💭
ہمیں کبھی خود تعجب نہیں ہوتا 

جب اپنی اَنا,تکبر غرور آگے جُھک جاتے ہماری زبان الفا…",1.0
3751,زور کتنا بازوئے قاتل,1.0
3752,جب کرکٹ بہنے والا آنسو شام سالوں بہتے خون زیادہ جلدی وائرل ہوجائے سمجھ جائیں ابھی فکری…,1.0
3753,سب دوستوں میری السلام علیکم صبح بخیر,2.0
3754,سر سیٹ خالی ٹرک ھے یا ٹیکسی پلیز بتا دیں بکنگ کروانی ھے ٹیکسی ھوی موجاں ای موجاں اگر ٹرک…,1.0
3755,اتنے دن روپوش تھا؟ کس پناہ ؟,1.0
3756,سپریم کورٹ جج ریمار کس معمولی بات نہیں سپریم کورٹ آوازیں آرہی ہیں، میاں محمد نوازشریف,1.0
3757,"نوجوان کِسی قوم مستقبِل اُمید ہیں، 
اگر اُمید ناامید معاشرہ ترقی کیسے گا؟",1.0
3758,"وعلیکم السلام ورحمتہ اللہ وبرکاتہ
دوپہر بخیر ھو خوش رھو آباد رھو
آمین یارب العالمین شکریہ",2.0
3759,جی چھترول شروع ہور کوئ عمران خان نال خدمت😂😂😂😂😂😂😂,1.0
3760,"ایسے فیصلوں وجہ دنیا پاکستان بدنامی ،مجھے بڑا دکھ ہے،نواز شریف
 …",1.0
3761,"زندگی اُس آزان شروع ھوتی جسکی نماز نہیں ہوتی،
اور ختم اُس نماز جسکی آزان نہیں ھوتی•
🔰™",1.0
3762,اسلام آباد پولن الرجی خاصی صاحب چہرے ماسک پہنا 😆,1.0
3763,پی ایس ایل مزہ ختم آفریدی نہیں کچھ نہیں,1.0
3764,"رجب شہادت امام علی نقی۴
آپ علی نقی۴ نام زیادہ معروف آپکو امام ہادی کہا جاتا آپ برس شیع…",2.0
3765,انسان نما جانور برائے فروخت ۔۔۔,1.0
3766,"پی جا ایام تلخی ہنس ناصرؔ 
غم سہنے قدرت مزا رکھا",1.0
3767,پنجاب ایسا آواز منظور پشتین بارے پاکستانی سُننا چاہیے,1.0
3768,"شکوے ۔۔۔۔۔۔ مگر۔۔۔۔✔
کسی کچھ نہیں ۔۔۔ کہنا۔۔😑",1.0
3769,راؤ آنوار سپریم کورٹ حکم گرفتار کرلیاگیا۔,2.0
3770,بابے فضا اشارے راو انوار ا گۓ,2.0
3771,جواب حضرت سعد رضی اللّٰہ اسامۂ سمیجو سھراب مرھیٹوفضل جمالی سکندرنندواٹی مفتی حاصل چھواٹ عثمان مرھیٹوصمدر نندواٹی جلال لاشاری,2.0
3772,اسٹیبلشمنٹ بس گیم باہر لگ ، پیک اربوں ڈالر کدھر ھے ؟,1.0
3773,ن لیگ حکومت کم زیادہ ہوئیں,1.0
3774,"سوچا لکھوں ""نزلہ بخار 
پھر سوچا کونسا خوبصورت آنکھوں والی حسینہ جسکو میدو ، شامی…",1.0
3775,فیصلے طفیل پاکستان اگلے تین ماہ بچا رھے باقی دنیا صبح سورج نکلے گا۔ ڈاکٹر صاحب شام سن…,2.0
3776,پی ٹی مطالبہ ضلع کونسل خوشاب کمیٹی روم نواز شریف تصویر اتار چیرمین انگہ قاضی عزیز الرحمن تحریک کامیاب,2.0
3777,چوئی لفظ بولا؟ یا کامران خبیث بے غیرتی ہے؟,1.0
3778,راوانوار ریڑھ ہڈی درد نکلے گا🤔 دل تکلیف باعث ہسپتال جائیں گے🤔,1.0
3779,"سوچو بندے سوا چار سال وزارت داخلہ دیئے 😓

میاں صاحب دریا دلی ہے۔۔۔!!

گٹر لیول خبیث کا!!",2.0
3780,"""ضلع کونسل خوشاب اپوزیشن"" 
ڈی خوشاب پاس پہنچ ضلع کونسل ریکارڈ طلب کرنے مطالبہ",2.0
3781,جب عابد صاحب سکول تھے۔۔۔😂😂😂,2.0
3782,"السلام عليكم ورحمتہ اللّٰه وبرکاتہ
حسرت دیکھتے ماضی طرح
جیسے لوٹ آئیں دن گزر",1.0
3783,یورپ مسمان عورت نقاب کرنے لڑ مسلمان ملکوں عورت نقاب اتارنے 🤔,1.0
3784,زبان میرے انکے دل مگر نہ منزلیں تھیں میرے ہمسفر نہ,1.0
3785,تولیہ اگر سر بندھی ھو گا۔,1.0
3786,جشن نوروز تمام دوستان ہائ ایران افغانستان ۔۔۔سال نو مبارک,2.0
3787,"اتنا نہ سوچا کیجئے مجھ کو
آپ مسئلہ نہیں",1.0
3788,سوچ بعد پچتانا نہ پڑے,1.0
3789,شاہد آفریدی دوسرا پلے آف میچ نہیں کھیلیں,2.0
3790,بولو اپنے لیڈر طرح تنقید برداشت نہیں کرسکتا,1.0
3791,"ختم لوگوں
 رشتے بھی
جن مل لگتا زندگی بھر ساتھ دینگے

بزمشاعری",1.0
3792,"وقت فرغوں حکمرانوں قسور قیامت دن جب پوچھا ۔۔
کون بادشاہ ۔۔
پھر حکمرانوں گریبان پکڑا",1.0
3793,پوچھنا فوجی بینڈ وی ویلاں لوٹ نیں کام بس بابو بینڈ ہیں۔ 😏😂,1.0
3794,ووٹ عدالت فیصلہ نہ سکے اپنی اپنی بساط مطابق جوتے مارتے ہیں،…,1.0
3795,چارسوسےزائد ملزمان ماورائے عدالت قتل ملوث ملزم کراچی ڈان راؤ جانوار عدالت سامنے پیش,1.0
3796,خبر آئ راؤ صاحب اپ اپنی سزا خود لکھوا دیں۔ عدالت کسی زیر اثر نہیں!,1.0
3797,"کچھ دن پہلے باجوہ جی خود قبائلیوں سامنے اقرار راوانوار بہت جلد عدالت پیش 
جی ہاں جو…",1.0
3798,پاکستان ایسا ملک جہاں تاریخ تاریخ جاتی لیکن فیصلہ یا نتیجہ نہیں ہوتا۔ خواہ سیاسی یا عدالتی ہو۔,1.0
3799,اسلام زندہ ہوتا پانچ سال بعد,2.0
3800,راؤ انوار سپریم کورٹ پولیس اپنی تحویل,2.0
3801,باحیا آب ھے نہیں حمام مجھ سمیت سارے ننگے بس اللہ بخشش سوال,1.0
3802,نیر بخاری کہا پروگرام بینظیر بھٹو تصویر ہٹانا بدنیتی مبنی ہے۔,2.0
3803,چور داڑھی تنکا والی بات ھے,1.0
3804,"دوست غازی کم نہیں ہوتا 
جو شادی تقریب کولڈ ڈرنک ختم جانے پر

میز نیچے بوتل نکال دے
🤣🤣🤣🤣",1.0
3805,"پا نی فارمولا ہے۔

پوچھنا یہ
لسی فارمولا گا۔🤔😛",1.0
3806,"راو انوار صاحب تسی ارام نال پیش جاو 
سزا آپ نہیں سکتا",1.0
3807,غروریہ میرا پیر علی۔۔۔۔۔۔۔۔۔۔۔۔۔۔ ہےفخریہ فقیر حسینی مین,2.0
3808,"آذان وقت ولادت ٫ بعد وفات نماز
بس اتنی جھگڑا زندگی ؎",1.0
3809,"بتوں ڈالے وسوسے دلوں خوف خدا گیا
وہ پڑی روز قیامتیں خیال روز جزا",1.0
3810,"کچھ میٹھے لیکن شوگر بیماری طرح۔ 
جتنا کم منہ لگو
 اتنا سکون رہتا ہے۔",1.0
3811,"بزرگ بول گھبرانا بالکل نہیں آپ ساتھ جذبے قیمت کسی پاس نہیں 
بوڑھوں کمزور سہارا…",1.0
3812,توآپ انکی مخالفت نہ عامر منافق ڈہفینڈ گے؟,1.0
3813,پی پی پی عقل رکھنے پہلے دن کہہ ہیں۔ نیازی بہت عرصہ بعد سنی سنائی آگے ہے…,1.0
3814,💕 💕پاکستان ائیر فورس دنیا طاقتور ترین فورس 💕جو دشمن جیسے حالات چت سک…,1.0
3815,"میرے آنسو تمہیں خرید نہ سکے
لو گوں مسکراہٹوں تہمیں اپنا بنا",1.0
3816,یہی جھوٹ پکڑا جاتا جیسے لیڈرز جھوٹ,1.0
3817,"عورت پردہ رہنے چیز ہے
چنانچہ جب عورت اپنے پردہ
سے باہر نکلتی شیطان کو
مردوں کی…",1.0
3818,اسد قیصر علاوہ پی وزیراعلی وزرا سمیت کرپشن شھنشاہ ھیں پی تاریخ پھلے بار تین سو ارب صوبے قر…,2.0
3819,"نوازشریف پرالزام لندن فلیٹ کاتھااور فیصلہ اقامہ پرآیا
مجھے پہلےڈر خوف تھا
لیکن آوازیں سپریم کورٹ اندر سےآ…",1.0
3820,سمجھتے صرف قائم علی شاہ غائب دماغ سیاست دان لیکن غلط میاں سانپ باپ ہیں😂😂😂,1.0
3821,"بارشوں دوستی نہیں لاہور
تیری اپنی ٹیم باہر باقیوں خیال کر

😉😉",1.0
3822,"ویسٹ انڈیز پٹھان تیرے جیتنے خوشی اپنی جگہ
پر مجھے دوشیزہ غم کھائے جا ۔۔ 😛

بلوچستان جتوا د…",1.0
3823,رمیش کمار بیان ن لیگ خلاف چارج شیٹ,1.0
3824,"وفاقی نااہل حکومت جانب بینظیر انکم سپورٹ پروگرام لوگو چینج کرنے مذمت ہیں۔

…",1.0
3825,جی بلکل لعنت,1.0
3826,جس شان شوکت قاتل سابق سپریم کورٹ آمد مناظر دیکھے کچھ عجیب سا لگا دوسری جانب نہال ہاشمی جو…,1.0
3827,کابل افغان دارلحکومت کابل سخی مزار قریب خودکش دھماکہ، چھبیس جاں بحق،اٹھارہ زخمی، افغان میڈیا,2.0
3828,"مسکرا کیجئیے ترجمہ عشق حضور

ایک شاعر پہ جچتی نہیں چیخ پکار",1.0
3829,"گجرانوالہ
ممبرشپ کیمپس موجود کارکن چیئرمین عمران خان انتظار ہیں
…",2.0
3830,پنجاب سستی روٰٹی لیپ ٹا پ اسکیم اپنی تصویر لگانے ن لیگ حکمرانوں عوام محترمہ…,1.0
3831,نئی بات نہیں۔”مینوں نوٹ وکھا میراموڈ بنے“,1.0
3832,"راؤ انوار سپریم کورٹ پیش۔

چیف جسٹس گرفتار کرنے حکم",2.0
3833,یقین جانیں چوہدری صاحب، سٹرابیری جیسے خوبصورت پھل اتنی ناقدری دنیا نہیں دیکھی!,1.0
3834,کچھ زیادہ فلمی نہیں معافا ابھی ہمیں رنگ دیکھاے,1.0
3835,"بارش ☔ چار بوندیں💦
💦 گرتی نہیں 
لوگوں مرزاغالب روح آجاتی 😉",1.0
3836,کراچیہم مملکتی سطح دین اسلام پیش نہیں کرسکے،مولانا فضل الرحمان,2.0
3837,"بس یہی کرنا باقی رہ تھا
اب اُس قتل کیس ختم",1.0
3838,مدرسے والوں اربوں روپے دینے پڑیں پہلے کڑور ں روپے دیں رہیں نا تاکہ پی…,1.0
3839,دلوں نواذشریف محبت کم نہی ہںوسکتی ۔ لاکھ بہتان لگائے جائیں ہزار ساذشیں جائیں مگر ع…,1.0
3840,"بسم اللہ الرحمٰن الرحیم

إِنَّ اللَّهَ لَا يُغَيِّرُ مَا بِقَوْمٍ حَتَّىٰ يُغَيِّرُوا مَا بِأَنفُسِهِمْ

سوره…",2.0
3841,بابے رحمے مسلہ وقت اپنی صفائیاں دیتا رہتا گلہ خشک ہوتا قسمیں اٹھاتا یہ…,1.0
3842,تم فاطمہ بی بی نہیں آٹا پیس دکھا کلو ہاتھ والی,1.0
3843,پی ٹی لیڈر شپ کاپی…,2.0
3844,انشاء اللہ پاکستان دن مدینہ منورہ قانون نافذ ہوگا,2.0
3845,"میرے خلاف فیصلہ آیا
 اندر باہر آوازیں ۔
ایسے فیصلوں افٹر شاکس آتے رہتے فیصلے کے…",1.0
3846,اپنی طبعی موت نہین مرا ۔پھر مخالف مطمئین نہین۔,1.0
3847,"راوانوار اسلام آباد 
چور نواز لیگی حکومت اسے پکڑ نہ سکی
شرم لیگیو",1.0
3848,"جشنِ مقتل بپاں صِرف بِسمل ہمیں
ہم نےسوچا دن یاراں سمیت",2.0
3849,بابا رحمتے ہسپتالوں چکروں بجائے شیشن ایڈشنل شیشن کوٹ کہچہری دورے جہاں کرپشن…,1.0
3850,اگر ڈپٹی سچ سچ بتا کون بات مار ڈپٹی پڑ جانی ڈپٹی انجوائے یار,1.0
3851,"گرمی موسم صرف خواتین آتا ؟
کیا مرد حضرات گرمی نہیں ؟
لگتا گرمی صرف خواتین ہے…",1.0
3852,کیسے ملک وسائل دونوں ہاتھوں لوٹا جارہا آپ خاموش تماشائی بنے رہیں گے…,1.0
3853,چیف جسٹس صاحب آپ آڈر لینے جا رھے ھو نگے آپ سرکار گستاخی اپنے بچوں بھوکا مارنا ھے,1.0
3854,"خبردار!
""محبت""صحت کےلیےآچهى نہیںھے,
طبیعت ذیادہ خراب ھوتوفورا""
شادیکرلو
تماموالدین پہنچ سےدوررکھے
""وزارت عشق""
حکومت دل😋😋😋",1.0
3855,جناب آئینی پہ تمام اداروں ابو منتخب وزیراعظم ھوتا ھے,2.0
3856,او اے جیڑہا ثاقب نثار اے چیف جسٹس۔ ہندؤاں کتے نہلا ریا ہندا جے پاکستان نہ بنندا۔ فرمودات خادم رضوی,2.0
3857,"السلام وعلیکم 
کیسے اپ 
۔۔؟",2.0
3858,سب کٹھ پتلیاں خود کچھ نہیں بول رہیں بلوایا جا آئین ماورا اقدام آئین غداری زمرے نہیں…,1.0
3859,جہاں دکان ۹ ملازم رکھنا، گھر چلانا مشکل وہاں پارٹی سربراہ “بچہ” سمجھ یوں سمجھاتے جیسے نرسری…,1.0
3860,سر جی آپ آیا نہ ممبر شپ کمپین,2.0
3861,💕 💕 💕ایک سوال ہزار جواب💕یہ ماؤں لاڈلے بہنوں چہیتے سرفروش جانث…,2.0
3862,"جہاں اپنا سایہ بھی
روشنی ساتھ چلتا",1.0
3863,مجھے آپ جیسے کمیٹڈ مایوسی دکھ لیکن آپ پیتل سونا سمجھ,1.0
3864,مس پاکستانی سرکاری ادارے اہلکاروں مارے ٹویٹ حق ممکن ہے؟؟؟ یا وہ…,1.0
3865,"سر جی اے بے عزتی واکی گک نون لیگ حکومت تے طنز کیتا اے۔۔۔
ارسطو احسن اقبال جیہڑی سپیڈ دسی اوہ تے آپ…",1.0
3866,"سر جی کدی کدی تے تسی اصلوں ای بالاں والی گل۔کر دیندے او۔۔
پاٹی ھوئی چیز نوں تروپا ای لگدا اے۔۔ پٹھان تروپا جدوان لا…",2.0
3867,"بس خوف زندہ تری جدائی کا

مرا آخری دشمن مارا",1.0
3868,میڈم مریم نواز شریف اردو ٹیوٹ کرنا شروع عمران خان کاپی میڈم پارٹی کنونشن شروع…,2.0
3869,"جنگل دن بدن سکڑرہا تھا
پھر سارے درخت کلہاڑے ووٹ تھے
 انکا خیال کلہاڑے دستے تعلق انکی برادری",1.0
3870,👈کپتان عمران خان گوجرانوالہ ایمن آباد موڑ لگائے ممبر شپ کیمپ نمبر پہنچ گئے، عوام جانب عمران خ…,2.0
3871,نوازشریف ڈراماشریف آپ مستقبل قرضوں دلدل ڈال دیا،,1.0
3872,"ووٹ عزت دو
چور ذلت",1.0
3873,"وبہ ایسا دروازہ هے
جو موت هچکی کھلا رهتا هے استغفار کرنا اپنے اوپر لازم لیں

اَسْتَغْفِرُ اللهَ رَبِّىْ…",1.0
3874,"جنگل دن بدن سکڑ تھا
پھر سارے درخت کلہاڑے ووٹ تھے
انکا خیال کلہاڑے دستے تعلق
 انکی برادری",1.0
3875,عادت ہے، کچھ بغض,1.0
3876,پیچھے وردی,1.0
3877,بھائی آپ یوں کہہ بلوچستان رہتے ہیں۔ روڈز ب…,2.0
3878,نہیں وہاں ا…,1.0
3879,تمہارا کتا کتا ہمارا کتا ٹومی۔,2.0
3880,"گوجرانوالہ پاکستان تحریک انصاف چیئرمین عمران خان ممبر شپ مہم شیخوپورہ موڑ پہنچ گئے
عمران خان خطاب جا…",2.0
3881,جہموریت روگ الاپنے والو بھٹو جہموریت بھٹو جہموریت انکا نام تصویر نفرت کرنے والوں نامو نشان…,1.0
3882,"اجکل محبت چاۓ جیسی 
تھوڑی ٹھنڈی ہوجاتی 🔥",1.0
3883,اچھا 😳 کارکن دل آواز ہے، بلکل شرم مر جانا چاہئیے ٹیسوری کی…,1.0
3884,"ہاتھ لکیریں صرف سجاوٹ بیان ہیں,

قسمت اگر معلوم کبھی عشق نہ !!

بزمشاعری",1.0
3885,"جس جس پی ٹی چھوڑنی شوق چھوڑے، 
زیادہ پٹر پٹر نہ 
عمران خان ساتھ آخری سانس ساتھ رہی…",1.0
3886,حیدرآباد شاندار استقبال کرنے پاکستان پیپلز پارٹی حیدرآباد ورکروں بہت شکر گذار پاکستان پیپلز پار…,2.0
3887,کامران لاہور بدلہ 😂,2.0
3888,میرے نظر گلی کتا شخص کوئ فرق نہیں جس وجہ عورت اپنا رستہ بدل دے۰۰,1.0
3889,بے شک,1.0
3890,"جی کراچی والوں وہیں شروع جہاں رونکی چھوڑا 😂😂
چھترول فر شروع!!!",1.0
3891,ٹوئیٹر نہیں,1.0
3892,کیس کچھ نہیں ہونے والا,1.0
3893,جس طرح عمران خان وزیراعظم بننے نہیں روکا جا سکتا بلکل اسی طرح ٹیم زلمی چمپیئن بننے نہیں روکا جا سکتا,1.0
3894,انصاف یوتھ ونگ ڈویزن حیدرآباد کیبنٹ تمام نو منتخب عھدیداروں مبارکباد,2.0
3895,سر ظالم نعشوں سیڑھی بنا ترقی منازل طے ہیں۔,1.0
3896,"پی ٹی بواسیر بیماری لگ گئی۔۔۔
میرا مطلب عامر لیاقت شمولیت کیا۔",1.0
3897,"دامن پہ کُوئی چھینٹ نہ خنجر پہ کُوئی داغ
تُم قتل ہُو کرامات …",1.0
3898,"آ رُکنے راستے، موڑ تھا، اُسے بُھول جا
وہ مل اُسے یاد رکھ، نہیں ملا، اُسے بُھول جا…",1.0
3899,شٹ اپ,2.0
3900,تیری سادگی پے مر نا جاتے اگر اعتبار ھوتا,1.0
3901,قوم جاگی ھوئ سب دیکھ رھی کچھ نھیں سکتی البتہ میڈیا دلچسپی راؤانوار کیس جب منقی انجام نھی…,1.0
3902,مان گئیں نا ؟؟,1.0
3903,"ملا نہیں جس وفا دتیے 
ہر ۔۔۔۔
 دل توڑا کسں کس ۔
 سزا",1.0
3904,کامران اکمل پی ایس ایل جی اھم میچ م کراچی کنگز ٹیم جا داٹا کدی چھڈیا چھکن چوکن جی برسات جاری کراچی کنگز جا بالر بیوس بیٹل,2.0
3905,رانا توما لکھ تھیندا رانا مہاراج تھیندا,2.0
3906,پولیس افسر جسکے بارے سننے ملا آپ وردی نہ اتروا دوں بس فرق صرف و…,1.0
3907,الیکشن نوجوان میرے ساتھ ملکر سالہ فرعونیت شکست دیں،ساڑھے ہزار روپےخرچ کیے،لیکن ایسا اسپتال نہی…,1.0
3908,"جے سیتیں مل جوگ ہوندی 
اساں نین وی اپنے گھندے 
جے پار ول آندا
کہیں پار اساں وی گھندے 
جے دھمی آپ…",1.0
3909,"اسلام علیکم ،جنرل الیکشن ایسا امیدوار ھونا چاہیے گراس روٹ لیول آیا ھو۔طلباء سیاست,یوتھ سیاست ،لیبر یونین…",2.0
3910,"جے سیتیں مل جوگ پوندی 
اساں نین وی اپنے گھندے 
جے پار ول آندا
کہیں پار اساں وی گھندے 
جے دھمی آپ…",1.0
3911,سُنو زینب!! میرے پاس لُغت نہیں جس پیار اظہار سکوں۔,1.0
3912,عدالت طاقت انصاف فیصلے ھیں بے انصافی فیصلے کرکے عدالت عوام غضب شکار ھو سکتی ھے,1.0
3913,گوجرانوالہ تحریک انصاف ممبرشپ کمپین پہ عمران خان نوازشریف مجھے نکالا جی ٹی روڈ ریلی زیادہ…,2.0
3914,"روک تھام احتجاج سےگرفتار ھوئے سال بعد بے گناہ ھوئے ۔
شباب ملی اسلام آباد کے…",1.0
3915,پاکستان مسلم لیگ نواز تعلق رکھنے ممبر صوبائی اسمبلی ہمایوں خان اپنے ساتھیوں سمیت پ پ پ شمولیت اعل…,2.0
3916,"جب محور میری سوچوں کا
سارے منظر تیری باتیں",1.0
3917,پی بی پنڈال سجایا،یہ شریف بندہ اُس روٹھی بیوی منا رھا😊,2.0
3918,بابا جی آپ راؤ انوار شاہدمسعود کیطرح سخت سزا دیں تین ماہ کیلیے بندے مارنے پابندی لگا دیں…,1.0
3919,رائیونڈ محلہ کمہاراں والا ملک کرامت گھر لائٹ بند ہونے وجہ موم بتی آگ لگ گھر پڑھی ضروری…,1.0
3920,پھڑ نہیں مار بلکہ حقیقت آجکل قومی سطح کھیلنے پمبیری کیسی باؤلرز زیادہ ر…,1.0
3921,"کراچی والو بارش آ جیتنا مُشکل لگ ہے۔
نہیں پائیگا کرانچی تم",1.0
3922,"وقت بدلہ ھے ، تم نہیں بدلے
۔
آج اُس قدر ھی سُندر ھو",1.0
3923,"ہے! دیں آخری داؤ نقدِ جاں
ویسے کھیل ہارا ہُوا ہے

امجد اسلام امجد !!!",2.0
3924,"کس خرچےپر صاحب اورکس حیثیت سے؟؟ سرکاری ملازم وہاں کیاکام۔۔ جواب عوام نوکر 

پی ا…",2.0
3925,سیاں جی بریک اپ,2.0
